Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
KRAS_siRNA_P4_2_fastq_gz - polyg	(1, 0.028668165575577265)	(2, 0.02942460764388171)	(3, 0.02954326522322358)	(4, 0.029679227032886144)	(5, 0.029854741368996)	(6, 0.030047559935426547)	(7, 0.03028734712701325)	(8, 0.03070759272051572)	(9, 0.031132782379824097)	(10, 0.03171989019427608)	(12, 0.032423183555166976)	(14, 0.0330634400770325)	(16, 0.03378403766824409)	(18, 0.034288332380447054)	(20, 0.03489150840876824)	(22, 0.03557131745708106)	(24, 0.036154717222178605)	(26, 0.03674800511888797)	(28, 0.03732275276882517)	(30, 0.0378900843200535)	(32, 0.03860820987836214)	(34, 0.03934363966699146)	(36, 0.04039796170010207)	(38, 0.04132497403871045)	(40, 0.042108608468947414)	(42, 0.04274268490855555)	(44, 0.04350283502621442)	(46, 0.044298829620966165)	(48, 0.04502931534378957)	(50, 0.04572024854016569)	(52, 0.04649646687169378)	(54, 0.04743460335836547)	(56, 0.04838757204245489)	(58, 0.04939492545040934)	(60, 0.05027991322966748)	(62, 0.0512551302098835)	(64, 0.052300800127833766)	(66, 0.053319277683851515)	(68, 0.05440202809534611)	(70, 0.055911204182600566)	(72, 0.05730419472341611)	(74, 0.059003717344198146)	(76, 0.06089853056431369)	(78, 0.06267468620508737)	(80, 0.06444836981295808)	(82, 0.06634194701662216)	(84, 0.06817990347996972)	(86, 0.07038372081295471)	(88, 0.07271608385689343)	(90, 0.07520789302307276)	(92, 0.07805938297663217)	(94, 0.08094053732502704)	(96, 0.0844804884420596)	(98, 0.0882973072442232)	(100, 0.09256156400182179)	(102, 0.09678256018361865)	(104, 0.10167594931501946)	(106, 0.10688699467445008)	(108, 0.11223400184354326)	(110, 0.11798024232646379)	(112, 0.12379693574711856)	(114, 0.12993993751096344)	(116, 0.1367355559611887)	(118, 0.14365848410591614)	(120, 0.15089041636351302)	(122, 0.1582842667762535)	(124, 0.16570036548512063)	(126, 0.17338467976395844)	(128, 0.1812049558524588)	(130, 0.18973223335120448)	(132, 0.19859694334120362)	(134, 0.20789302307276855)	(136, 0.21713842612982287)	(138, 0.2271031907616373)
KRAS_siRNA_P5_1 - illumina_universal_adapter	(1, 6.862686097570504e-05)	(2, 0.0001636486684805274)	(3, 0.00040648217654840676)	(4, 0.0008393592996259309)	(5, 0.0009713340322715174)	(6, 0.001211528045686485)	(7, 0.0013065498531913075)	(8, 0.0014464430697956293)	(9, 0.0017394269762688315)	(10, 0.0022950406007067508)	(12, 0.002702842524581614)	(14, 0.0031792713094321813)	(16, 0.003708489987340984)	(18, 0.00441851404897424)	(20, 0.006090633911593822)	(22, 0.007877571791615065)	(24, 0.009048187670181417)	(26, 0.010464276551468562)	(28, 0.01207436828974472)	(30, 0.01363167013496264)	(32, 0.015386934079148942)	(34, 0.017367874816159198)	(36, 0.019397646204248317)	(38, 0.021460411275498838)	(40, 0.023626116638212916)	(42, 0.025723195139951284)	(44, 0.02785722656683042)	(46, 0.029980700015097908)	(48, 0.032317972530251246)	(50, 0.034582658942449516)	(52, 0.036933128930867413)	(54, 0.03930339512918214)	(56, 0.041565442046727505)	(58, 0.043894796077922106)	(60, 0.04624526606634)	(62, 0.04869207760958918)	(64, 0.05123127146569026)	(66, 0.05383909218276706)	(68, 0.056563050664571964)	(70, 0.05957867330552362)	(72, 0.06307732346795812)	(74, 0.06675677901411708)	(76, 0.07094433728096153)	(78, 0.07543939667487021)	(80, 0.08056265579617189)	(82, 0.08661369728797202)	(84, 0.09382479667972689)	(86, 0.10209169393264643)	(88, 0.11129825128200255)	(90, 0.1220858659284528)	(92, 0.13460102982523375)	(94, 0.14918687727722402)	(96, 0.16581173434858856)	(98, 0.1842222095526479)	(100, 0.20463870069292012)	(102, 0.22812228461987583)	(104, 0.25412922543501515)	(106, 0.2829261120982821)	(108, 0.31427011110160896)	(110, 0.34873135329002447)	(112, 0.38602873248299374)	(114, 0.42718637260584635)	(116, 0.47206965943128393)	(118, 0.5202536343201876)	(120, 0.5720299614317041)	(122, 0.6280677526603466)	(124, 0.6901130337190162)	(126, 0.7563326755712658)	(128, 0.8264178573427046)	(130, 0.9026398641821631)	(132, 0.9848192104532435)	(134, 1.0727236206264892)	(136, 1.1693449618909761)	(138, 1.2717745111391954)
KRAS_siRNA_P5_1 - polya	(1, 0.0023148368106035893)	(2, 0.007577989148509583)	(3, 0.009536494180970087)	(4, 0.011785343625250884)	(5, 0.013862625917092418)	(6, 0.015393532815781222)	(7, 0.017381072289423757)	(8, 0.023639314111477475)	(9, 0.03173992320126358)	(10, 0.039077718336358196)	(12, 0.04560914785498828)	(14, 0.05628326423136332)	(16, 0.06737838000487778)	(18, 0.0758762330399271)	(20, 0.0859089522156446)	(22, 0.09588096301434512)	(24, 0.10400004856670161)	(26, 0.11225242859903015)	(28, 0.12087565763009277)	(30, 0.12859617948985957)	(32, 0.13634441604348196)	(34, 0.14341034322932666)	(36, 0.14991141855944828)	(38, 0.1572280977373196)	(40, 0.16517825563188973)	(42, 0.17202774425619569)	(44, 0.17914910082975155)	(46, 0.18690921510931202)	(48, 0.19391971290744558)	(50, 0.200770521279078)	(52, 0.20897011141834831)	(54, 0.21882202521034133)	(56, 0.22707836448464924)	(58, 0.23480812457570122)	(60, 0.2430737020812943)	(62, 0.25170748909096863)	(64, 0.25933166939590413)	(66, 0.26725675209127164)	(68, 0.275499893892315)	(70, 0.2833695471999713)	(72, 0.29121016606644556)	(74, 0.2989452051468034)	(76, 0.30819267466327965)	(78, 0.317182793451097)	(80, 0.3240969496943993)	(82, 0.33263571489656873)	(84, 0.3431435431098104)	(86, 0.354502608348616)	(88, 0.36434792340397676)	(90, 0.37394776545661673)	(92, 0.38220938372023044)	(94, 0.39182902198276726)	(96, 0.3998174525498046)	(98, 0.40748914375849254)	(100, 0.41561482804748134)	(102, 0.4241522735023243)	(104, 0.43179229077517733)	(106, 0.4396144331790813)	(108, 0.44798295097613794)	(110, 0.4553603385310262)	(112, 0.46279711471560503)	(114, 0.4705308340486364)	(116, 0.4786921515154394)	(118, 0.48761496318960756)	(120, 0.4957274500053318)	(122, 0.5037449150135511)	(124, 0.5122467272905799)	(126, 0.5215667829100112)	(128, 0.5305912151283164)	(130, 0.5403269911555814)	(132, 0.5498674445785308)	(134, 0.5587704600428021)	(136, 0.5665239755857303)	(138, 0.5737377144721381)
KRAS_siRNA_P5_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 8.18243342402637e-05)	(4, 0.0001821251310509095)	(5, 0.0003193788530023196)	(6, 0.0005490148878056403)	(7, 0.0009053466659487241)	(8, 0.001457001048407276)	(9, 0.002246209949627884)	(10, 0.003067092786683433)	(12, 0.004158523825662434)	(14, 0.005187926740298009)	(16, 0.006432448469145891)	(18, 0.007364190081623733)	(20, 0.00842790642674716)	(22, 0.009371525765163105)	(24, 0.01030854636694677)	(26, 0.011302316103768036)	(28, 0.012399026132052862)	(30, 0.013652786092185934)	(32, 0.015013445585761932)	(34, 0.016411058004478694)	(36, 0.017963080860390793)	(38, 0.01940160544622769)	(40, 0.02094307032352814)	(42, 0.022621788922780002)	(44, 0.024453598211900743)	(46, 0.026372510824567572)	(48, 0.028140972242018433)	(50, 0.030029530666176776)	(52, 0.03192336807964094)	(54, 0.03413922384076035)	(56, 0.036343201875941644)	(58, 0.0385630168790404)	(60, 0.04081714531262703)	(62, 0.04319664974222695)	(64, 0.045762238544857156)	(66, 0.048296153411652415)	(68, 0.05089473589744402)	(70, 0.05429308526306788)	(72, 0.05736017804975131)	(74, 0.06052229264393956)	(76, 0.06364745431298705)	(78, 0.06654166019990476)	(80, 0.06988194068316456)	(82, 0.07315359430544865)	(84, 0.07626423875390514)	(86, 0.07954117136549504)	(88, 0.08299099087685069)	(90, 0.08738838896860163)	(92, 0.09218962974224806)	(94, 0.09614887172161567)	(96, 0.10102269859821718)	(98, 0.10605357540666693)	(100, 0.11101714510146746)	(102, 0.11615756093801305)	(104, 0.12178364379069441)	(106, 0.12782016806190355)	(108, 0.13390552298419153)	(110, 0.14016244505891878)	(112, 0.14651438894115087)	(114, 0.15298906932474338)	(116, 0.1596656710492836)	(118, 0.1666893663206817)	(120, 0.1743439008141257)	(122, 0.18229405870869586)	(124, 0.1893111552434617)	(126, 0.19672021673418494)	(128, 0.20425333447359503)	(130, 0.21249119728533256)	(132, 0.22082540165190134)	(134, 0.22913849006124684)	(136, 0.23763898259094907)	(138, 0.24604577306047293)
KRAS_siRNA_P5_2 - illumina_universal_adapter	(1, 6.862686097570504e-05)	(2, 0.00016100917382761565)	(3, 0.000403842681895495)	(4, 0.0008314408156671956)	(5, 0.0009607760536598705)	(6, 0.001200970067074838)	(7, 0.0012959918745796605)	(8, 0.0014411640804898058)	(9, 0.0017394269762688315)	(10, 0.002283162874768648)	(12, 0.0026988832826022463)	(14, 0.003191149035370284)	(16, 0.0037362046811965565)	(18, 0.004462065710747283)	(20, 0.006167179256528262)	(22, 0.008016145260892931)	(24, 0.009354369049919178)	(26, 0.010953902809583688)	(28, 0.012748759173563665)	(30, 0.014626759619110363)	(32, 0.016715919636890002)	(34, 0.018976646807108897)	(36, 0.021201740799513487)	(38, 0.0236115994176219)	(40, 0.02609272439135893)	(42, 0.028559332144504943)	(44, 0.031165833114255276)	(46, 0.03371954419094738)	(48, 0.03638147454840886)	(50, 0.03900909147538249)	(52, 0.041693457537393716)	(54, 0.044434572734442554)	(56, 0.047186245910103036)	(58, 0.04997619175823074)	(60, 0.05267243554618007)	(62, 0.05546370114163423)	(64, 0.05839881919567207)	(66, 0.061310181797833714)	(68, 0.06434955989066157)	(70, 0.06762517275492504)	(72, 0.07132046526900146)	(74, 0.07533249714142728)	(76, 0.0797998418414804)	(78, 0.08463671579294116)	(80, 0.0900595575573483)	(82, 0.09631911912672847)	(84, 0.1037585348059602)	(86, 0.11231445672337356)	(88, 0.12182059671583517)	(90, 0.13280485371392736)	(92, 0.14564599520034294)	(94, 0.160520867316827)	(96, 0.17745982425188805)	(98, 0.19615536487846183)	(100, 0.216843723967984)	(102, 0.24060841407547479)	(104, 0.2668515896620497)	(106, 0.2959401404844634)	(108, 0.32752565324853167)	(110, 0.3623643431723136)	(112, 0.4000695242891577)	(114, 0.4415689789695624)	(116, 0.4867901211105726)	(118, 0.5353858571653305)	(120, 0.5875501899908251)	(122, 0.6440802469722356)	(124, 0.7065016560189452)	(126, 0.7730776296493379)	(128, 0.8438503997778601)	(130, 0.9204432556160528)	(132, 1.0029446202347883)	(134, 1.091317540708926)	(136, 1.1884298279788545)	(138, 1.2912183484998696)
KRAS_siRNA_P5_2 - polya	(1, 0.0025259963828365276)	(2, 0.008662821450856305)	(3, 0.010645081935193016)	(4, 0.013247623662963984)	(5, 0.015565099968220484)	(6, 0.017497210054151873)	(7, 0.019938742608095226)	(8, 0.026693209424896346)	(9, 0.03558566691055597)	(10, 0.04416798377449847)	(12, 0.05186343043506263)	(14, 0.06364085557635477)	(16, 0.07609135185413941)	(18, 0.08603960720096374)	(20, 0.09697239405332413)	(22, 0.10778508389897704)	(24, 0.11729518313341801)	(26, 0.12620743682897448)	(28, 0.13558952057274923)	(30, 0.14458359860254594)	(32, 0.15330712843041922)	(34, 0.16127840228221266)	(36, 0.1687230969507502)	(38, 0.17647793224100486)	(40, 0.18450463548050944)	(42, 0.19219876239374714)	(44, 0.19987177334976153)	(46, 0.20810435717219322)	(48, 0.21570478202525256)	(50, 0.2229488751001688)	(52, 0.23162489402428968)	(54, 0.2419373996332158)	(56, 0.25072559708008546)	(58, 0.25887107757897104)	(60, 0.26748902762072785)	(62, 0.27653721529090924)	(64, 0.28444646101835924)	(66, 0.29217754085673775)	(68, 0.3006793531337664)	(70, 0.3085846396192371)	(72, 0.3164714496421373)	(74, 0.3244414037466043)	(76, 0.33398713615885955)	(78, 0.3431699380563395)	(80, 0.35076244442544013)	(82, 0.35945693981213134)	(84, 0.37043327832626477)	(86, 0.38198502667473294)	(88, 0.3921576390670548)	(90, 0.40236192539521154)	(92, 0.41146422270577765)	(94, 0.4212527886261008)	(96, 0.4295183661316939)	(98, 0.43751075594071065)	(100, 0.44585551828589104)	(102, 0.454288703701944)	(104, 0.4619076050175738)	(106, 0.4696914747490104)	(108, 0.478525863352306)	(110, 0.48615928188852675)	(112, 0.49367260341804)	(114, 0.5018721935573103)	(116, 0.5103700465923596)	(118, 0.5194063565366029)	(120, 0.5276323416224024)	(122, 0.5356920385450683)	(124, 0.5436092027564771)	(126, 0.5527062210777374)	(128, 0.5613070144042502)	(130, 0.570689098148025)	(132, 0.5796937341564334)	(134, 0.5885281227597289)	(136, 0.5965614247358657)	(138, 0.6040826647493378)
KRAS_siRNA_P5_2 - polyg	(1, 0.02837720701345403)	(2, 0.029063475623211082)	(3, 0.029171694903980465)	(4, 0.029266716711485286)	(5, 0.029385493970866313)	(6, 0.029541224155388107)	(7, 0.029770860190191428)	(8, 0.030098157527152482)	(9, 0.030641893425652298)	(10, 0.031144717157031987)	(12, 0.031791393346995364)	(14, 0.03241167459042961)	(16, 0.033059670527719444)	(18, 0.033551936280487485)	(20, 0.0342184086803477)	(22, 0.034788539525376624)	(24, 0.03530060148804151)	(26, 0.03589316803762019)	(28, 0.03647517660858723)	(30, 0.03711393431459187)	(32, 0.03781208065028702)	(34, 0.038458756840250394)	(36, 0.039213652310983144)	(38, 0.03994875157181907)	(40, 0.04060070675108826)	(42, 0.04125926066698974)	(44, 0.04194552927674679)	(46, 0.042724180199355755)	(48, 0.043483034912067876)	(50, 0.04428544128655304)	(52, 0.044996785095512755)	(54, 0.04593644519194933)	(56, 0.04682859438463349)	(58, 0.047661354947627146)	(60, 0.04848751677398852)	(62, 0.04942189788111927)	(64, 0.050340442020332554)	(66, 0.05130517731597179)	(68, 0.0523187432626899)	(70, 0.053447127226809665)	(72, 0.054677131735066525)	(74, 0.05624103231691673)	(76, 0.05796594207259455)	(78, 0.05942558261565474)	(80, 0.061310181797833714)	(82, 0.0632396523891122)	(84, 0.06505298521566255)	(86, 0.06684520208498962)	(88, 0.06888025246238455)	(90, 0.07133630223691892)	(92, 0.07491281749161433)	(94, 0.07769880409776267)	(96, 0.08071574648604077)	(98, 0.08412597357760274)	(100, 0.08773416276813306)	(102, 0.09180162402827005)	(104, 0.09629932291683163)	(106, 0.10092371754873299)	(108, 0.10572627806970589)	(110, 0.11088517036882187)	(112, 0.11639115621479575)	(114, 0.12220068394585447)	(116, 0.12831243381467158)	(118, 0.13444661938803842)	(120, 0.14094373547618066)	(122, 0.1475041994359928)	(124, 0.15406994238511074)	(126, 0.16084816465378804)	(128, 0.16777023938104907)	(130, 0.17517798112444583)	(132, 0.18274673204167025)	(134, 0.19086185835204733)	(136, 0.1991432728255579)	(138, 0.20796578370291538)
SRR24828472_1_fastq_gz - illumina_universal_adapter	(1, 2.0849401851510282e-05)	(2, 4.4015403908743926e-05)	(3, 0.00011119680987472151)	(4, 0.00019459441728076262)	(5, 0.00021544381913227292)	(6, 0.0002362932209837832)	(7, 0.0002478762220124)	(8, 0.00025945922304101683)	(9, 0.00028494182530397385)	(10, 0.00035907303188712153)	(12, 0.00041582973692734396)	(14, 0.000492277543716215)	(16, 0.0005791500514308412)	(18, 0.0006961383618198712)	(20, 0.0008281845735461029)	(22, 0.0009949797883581852)	(24, 0.0011652499034788524)	(26, 0.0013841686229197105)	(28, 0.0016725853485322693)	(30, 0.0019355194718818712)	(32, 0.002254052000168834)	(34, 0.0026003837309244767)	(36, 0.0029675648635316305)	(38, 0.0033625451986074636)	(40, 0.0038223903394435516)	(42, 0.004291501881102533)	(44, 0.004701540117515569)	(46, 0.005175284859585997)	(48, 0.005759068111428284)	(50, 0.006345167963476296)	(52, 0.00689883541264418)	(54, 0.007506942966646563)	(56, 0.00813821652270618)	(58, 0.008790339480617308)	(60, 0.009476053141511422)	(62, 0.010193040905182804)	(64, 0.010929719770602834)	(66, 0.011756746044046074)	(68, 0.012745934331889953)	(70, 0.013772188223025401)	(72, 0.01482971621693812)	(74, 0.015998441020725555)	(76, 0.01728878733531347)	(78, 0.01871349646183334)	(80, 0.02025056069833079)	(82, 0.022026234756017754)	(84, 0.024130866042917427)	(86, 0.026394184443909154)	(88, 0.028949394470822027)	(90, 0.03185325282869626)	(92, 0.03521811462750945)	(94, 0.03912390257435905)	(96, 0.043379497152272864)	(98, 0.048113469672668566)	(100, 0.05320072372443707)	(102, 0.05888913552959079)	(104, 0.06531306790006168)	(106, 0.0723740653271065)	(108, 0.0799006993955017)	(110, 0.08796246811141903)	(112, 0.0968049310966651)	(114, 0.10635164054445109)	(116, 0.11648560814438794)	(118, 0.1274327024165337)	(120, 0.13938288457775766)	(122, 0.1527102855612842)	(124, 0.16701760843183172)	(126, 0.1825214553086353)	(128, 0.1989658418689626)	(130, 0.2171523117839939)	(132, 0.23683878033223105)	(134, 0.25868895347261384)	(136, 0.28338506996572776)	(138, 0.31015570194306696)
SRR24828472_1_fastq_gz - polya	(1, 0.0010447866927812376)	(2, 0.005559840493736075)	(3, 0.006982233020050221)	(4, 0.010047095092222232)	(5, 0.012486475108848935)	(6, 0.013948249838660378)	(7, 0.015824696005296304)	(8, 0.02123395748566036)	(9, 0.030025455266380528)	(10, 0.039904596843687815)	(12, 0.045492236539892573)	(14, 0.055691068945589686)	(16, 0.06657793161238663)	(18, 0.07388448866123813)	(20, 0.08260185523537515)	(22, 0.09204779257421217)	(24, 0.1005416072284969)	(26, 0.1084852293339223)	(28, 0.1163570368329703)	(30, 0.12365201088079317)	(32, 0.13025316316700192)	(34, 0.13832303998363923)	(36, 0.14508287938394004)	(38, 0.1521878922148936)	(40, 0.16002031751044427)	(42, 0.16709173963841484)	(44, 0.17421876017132276)	(46, 0.18220408108045122)	(48, 0.18928824450955328)	(50, 0.19634924193659808)	(52, 0.20483494849016276)	(54, 0.214773163372716)	(56, 0.2226901445757756)	(58, 0.2300534583296673)	(60, 0.23728240927162708)	(62, 0.24423800138931148)	(64, 0.2507244819653369)	(66, 0.25772640608713576)	(68, 0.2644086393805448)	(70, 0.27185071754143114)	(72, 0.27936229370848914)	(74, 0.28592290549109767)	(76, 0.29417579372398717)	(78, 0.3017082192928967)	(80, 0.30802906295421295)	(82, 0.31551399821890513)	(84, 0.32560395041493323)	(86, 0.33662401759355925)	(88, 0.3446915778099909)	(90, 0.35345180148793376)	(92, 0.36062978722536765)	(94, 0.36852360242637)	(96, 0.3756703140610266)	(98, 0.3819598836195655)	(100, 0.3886988736180148)	(102, 0.39568573983847644)	(104, 0.40204480740318704)	(106, 0.408502330476641)	(108, 0.41562355950903457)	(110, 0.42215984698948306)	(112, 0.4284679493496678)	(114, 0.43572933269450764)	(116, 0.44268029161178063)	(118, 0.45031233098953627)	(120, 0.4571775756991975)	(122, 0.4636374153728571)	(124, 0.47072852860257625)	(126, 0.47945863647784476)	(128, 0.48696210454418276)	(130, 0.49438564990342326)	(132, 0.5017269559553605)	(134, 0.5087520460792168)	(136, 0.5150358241372412)	(138, 0.5208041586494925)
SRR24828472_1_fastq_gz - polyg	(1, 0.0)	(2, 0.0)	(3, 5.3281804731637386e-05)	(4, 9.961380884610469e-05)	(5, 0.00012741301131478507)	(6, 0.00024555962180667664)	(7, 0.0002942082261268673)	(8, 0.00046332004114467293)	(9, 0.0007969104707688375)	(10, 0.0011328175005987254)	(12, 0.001692276450280918)	(14, 0.0023860982118950654)	(16, 0.002924707759725748)	(18, 0.003427410004367718)	(20, 0.003990343854358496)	(22, 0.004596134808155156)	(24, 0.005126636255265806)	(26, 0.005727794008651019)	(28, 0.006325476861727648)	(30, 0.0070505727261190605)	(32, 0.007926247603882492)	(34, 0.008785706280205861)	(36, 0.009587249951386144)	(38, 0.01054053093604131)	(40, 0.011747479643223181)	(42, 0.012589563818003625)	(44, 0.013512728999984385)	(46, 0.014462535084330966)	(48, 0.015405391368060375)	(50, 0.01635172255209837)	(52, 0.017437049748479767)	(54, 0.01899496338682873)	(56, 0.02015326348969041)	(58, 0.021264073288334767)	(60, 0.02232044298214462)	(62, 0.023555190891795173)	(64, 0.024749398297845566)	(66, 0.0259725632064675)	(68, 0.027174878713237927)	(70, 0.028605379340272106)	(72, 0.030339354594256046)	(74, 0.032277190666343644)	(76, 0.034168694734316774)	(78, 0.035977959494986715)	(80, 0.03807100778085777)	(82, 0.040252086874546324)	(84, 0.04176830170919227)	(86, 0.043459419859370324)	(88, 0.045094939604611015)	(90, 0.046791849255303386)	(92, 0.04851539980836156)	(94, 0.05021346775915679)	(96, 0.05240381325366823)	(98, 0.0542791011202013)	(100, 0.056277168797637694)	(102, 0.058341259580937214)	(104, 0.060539713176168686)	(106, 0.06271036756893149)	(108, 0.06520418769039268)	(110, 0.06759028590228774)	(112, 0.0700342991193259)	(114, 0.0727667290619766)	(116, 0.07557676511151905)	(118, 0.0784227084642502)	(120, 0.08126286031646704)	(122, 0.0844319693978966)	(124, 0.08728602085134779)	(126, 0.09016439660695907)	(128, 0.09329759838519992)	(130, 0.09664045248205874)	(132, 0.10003774668375207)	(134, 0.10345357368709115)	(136, 0.10697943920020211)	(138, 0.11102538145949797)
